CLAVE      | MENSAJE DECODIFICADO      | ESTADO
AAPS       | RIAQRME                   | 
AAPN       | QOUDRSL                   | 
AAPD       | LUNLNAD                   | 
AAPR       | PQCSNEO                   | 
AAPU       | LUNOSII                   | 
AAPI       | LNPYUQY                   | 
AAPT       | OYMPQSM                   | 
AAPC       | PQMCLLL                   | 
AAPP       | TSILENE                   | 
AAPM       | RAUOCEO                   | 
AAPY       | ANRQIPR                   | 
AAPQ       | CCONLSP                   | 
AAME       | PQULSMD                   | 
AAMA       | UNULIYN                   | 
AAMO       | CQALQAC                   | 
AAML       | PASYTMM                   | 
AAMS       | ADTUOOQ                   | 
AAMN       | TQDUTYE                   | 
AAMD       | PPOMPOT                   | 
AAMR       | TNEOSLR                   | 
AAMU       | YNPAOYO                   | 
AAMI       | TDOAIQS                   | 
AAMT       | CCCCURD                   | 
AAMC       | LPIEUNU                   | 
AAMP       | YSLUDNE                   | 
AAMM       | YNPTEMI                   | 
AAMY       | CCRPNEC                   | 
AAMQ       | NPEROAM                   | 
AAYE       | SSTRNYR                   | 
AAYA       | UUSQOUM                   | 
AAYO       | CSQMSCM                   | 
AAYL       | TNMUANQ                   | 
AAYS       | TAOURYQ                   | 
AAYN       | TAPRSIA                   | 
AAYD       | UCIDACL                   | 
AAYR       | IIOIUAR                   | 
AAYU       | YYNCMSO                   | 
AAYI       | YILUQYN                   | 
AAYT       | NNTYELE                   | 
AAYC       | YNMIMPP                   | 
AAYP       | ECUOAYO                   | 
AAYM       | CLSYUNS                   | 
AAYY       | NYYESIO                   | 
AAYQ       | IDSDIQL                   | 
AAQE       | EUCTUDP                   | 
AAQA       | PEYAPIO                   | 
AAQO       | TEYUUIQ                   | 
AAQL       | YNESLUU                   | 
AAQS       | EPMNOQN                   | 
AAQN       | EEOECLS                   | 
AAQD       | ITQODEP                   | 
AAQR       | ORRMSCP                   | 
AAQU       | OSOTDRS                   | 
AAQI       | ERUMMUA                   | 
AAQT       | ECARCYU                   | 
AAQC       | PNRPUTN                   | 
AAQP       | OMCNDSI                   | 
AAQM       | TOSLDLA                   | 
AAQY       | ETADETL                   | 
AAQQ       | YULPOQD                   | 
AOEE       | MORQOQC                   | 
AOEA       | MRUQOII                   | 
AOEO       | YYOCISR                   | 
AOEL       | CRDUPYL                   | 
AOES       | YNSMDDT                   | 
AOEN       | CLCOYQA                   | 
AOED       | UQTSLMA                   | 
AOER       | IUOURSQ                   | 
AOEU       | ECQOUMS                   | 
AOEI       | ICRPCNR                   | 
AOET       | SOMILNY                   | 
AOEC       | YMCTCCA                   | 
AOEP       | OIQSYCY                   | 
AOEM       | SSRYUEE                   | 
AOEY       | MPNNEOD                   | 
AOEQ       | MMSTESO                   | 
AOAE       | LLDTTDQ                   | 
AOAA       | RTOUTQA                   | 
AOAO       | DYNESYL                   | 
AOAL       | PYLCQYO                   | 
AOAS       | UDYQPEL                   | 
AOAN       | UICULAR                   | 
AOAD       | RCTCURT                   | 
AOAR       | NNSAAMO                   | 
AOAU       | NRIQLOP                   | 
AOAI       | USOYYNE                   | 
AOAT       | EMODLRN                   | 
AOAC       | QECTQNL                   | 
AOAP       | NMSRDQI                   | 
AOAM       | QOUPEAM                   | 
AOAY       | IYMETPA                   | 
AOAQ       | PTLIMAR                   | 
AOOE       | MCSOECA                   | 
AOOA       | NRNOQAM                   | 
AOOO       | INRPEOR                   | 
AOOL       | CNEUDUS                   | 
AOOS       | YNLCNCO                   | 
AOON       | RYNCSCU                   | 
AOOD       | NPPCURN                   | 
AOOR       | TQNYQAO                   | 
AOOU       | PTQSELY                   | 
AOOI       | IUMMNRQ                   | 
AOOT       | OSSAQPO                   | 
AOOC       | LNUPTMM                   | 
AOOP       | OYULSUQ                   | 
AOOM       | MIIEYYT                   | 
AOOY       | NNEQCDN                   | 
AOOQ       | UPDCNUT                   | 
AOLE       | EQTOADO                   | 
AOLA       | RLYMDEE                   | 
AOLO       | EYDUUNU                   | 
AOLL       | DYSIAIO                   | 
AOLS       | DLLEPES                   | 
AOLN       | YNDOLOE                   | 
AOLD       | DNYUEIU                   | 
AOLR       | QCSUIDL                   | 
AOLU       | ECNUUSY                   | 
AOLI       | EIUCRIL                   | 
AOLT       | TNAAMTI                   | 
AOLC       | CNNRIPI                   | 
AOLP       | MDEUPYC                   | 
AOLM       | PQISNQR                   | 
AOLY       | RCPLDOI                   | 
AOLQ       | QNMMNYT                   | 
AOSE       | ETCLMCD                   | 
AOSA       | ANDSLOP                   | 
AOSO       | UNMRINQ                   | 
AOSL       | SARCNIN                   | 
AOSS       | IYDUPMY                   | 
AOSN       | ANOUMQS                   | 
AOSD       | DQICLNT                   | 
AOSR       | CTTLSOM                   | 
AOSU       | AMUECRU                   | 
AOSI       | EEAOOEP                   | 
AOST       | TSEMQOS                   | 
AOSC       | LMRAALE                   | 
AOSP       | IPONDQC                   | 
AOSM       | OIYQUQQ                   | 
AOSY       | YUTTMYU                   | 
AOSQ       | NIRYNIM                   | 
AONE       | PNEPANO                   | 
AONA       | RNMPLPP                   | 
AONO       | CIALNOY                   | 
AONL       | YNPCONI                   | 
AONS       | MTMUUOE                   | 
AONN       | OTAQIEM                   | 
AOND       | YEUTIDQ                   | 
AONR       | TYRMOLP                   | 
AONU       | ENCOTMD                   | 
AONI       | OSUYOQS                   | 
AONT       | RUYEQUC                   | 
AONC       | UILNISY                   | 
AONP       | ONTTEOO                   | 
AONM       | OOSYEQC                   | 
AONY       | MROLADM                   | 
AONQ       | NSADYOP                   | 
AODE       | ATEOARR                   | 
AODA       | DUSCPES                   | 
AODO       | MECDOPY                   | 
AODL       | CMTMUUL                   | 
AODS       | ITLOLOI                   | 
AODN       | QTEQCEM                   | 
AODD       | OCYPIQC                   | 
AODR       | ATDRRAN                   | 
AODU       | QAYRMAE                   | 
AODI       | EPAINED                   | 
AODT       | QELUTQI                   | 
AODC       | YMMTLMY                   | 
AODP       | QALSLTU                   | 
AODM       | YLPQPSR                   | 
AODY       | PSREIDC                   | 
AODQ       | ELRDYNQ                   | 
AORE       | DDUCIYD                   | 
AORA       | AEUNEPO                   | 
AORO       | IOQLNAN                   | 
AORL       | PCUICUR                   | 
AORS       | CSPDOYT                   | 
AORN       | CASYLRP                   | 
AORD       | UNALEPL                   | 
AORR       | OOAQADM                   | 
AORU       | TDADURS                   | 
AORI       | IUEOCTR                   | 
AORT       | PQMIDPQ                   | 
AORC       | LSIPERD                   | 
AORP       | IDINDPL                   | 
AORM       | MCOEIYN                   | 
AORY       | TUAYQOQ                   | 
AORQ       | IDTAMOS                   | 
AOUE       | CSQMLOR                   | 
AOUA       | RYOENSN                   | 
AOUO       | YYSUSYE                   | 
AOUL       | UYRYULQ                   | 
AOUS       | LQSURUP                   | 
AOUN       | ANTLAUN                   | 
AOUD       | SAQCDPC                   | 
AOUR       | MEUNLTQ                   | 
AOUU       | QIRADYO                   | 
AOUI       | RLLCETO                   | 
AOUT       | MILLANT                   | 
AOUC       | OILQTSO                   | 
AOUP       | EQPCNCY                   | 
AOUM       | AQNMDAP                   | 
AOUY       | TNQITNU                   | 
AOUQ       | DLIINMR                   | 
AOIE       | YPCILED                   | 
AOIA       | DAPSPTM                   | 
AOIO       | ETPQTCO                   | 
AOIL       | EAEEIYY                   | 
AOIS       | QNQQYPN                   | 
AOIN       | ORIYNOY                   | 
AOID       | TOIQYLR                   | 
AOIR       | QPCUAIC                   | 
AOIU       | LSDLYLA                   | 
AOII       | MDLLLNA                   | 
AOIT       | PYDSQPS                   | 
AOIC       | EIRNCCC                   | 
AOIP       | RSETYAQ                   | 
AOIM       | EPNULPD                   | 
AOIY       | NSRULSP                   | 
AOIQ       | TSUAULA                   | 
AOTE       | MIRDUPA                   | 
AOTA       | RMECSED                   | 
AOTO       | QPLOOCM                   | 
AOTL       | ANAELIT                   | 
AOTS       | CILSLPY                   | 
AOTN       | ENQPMSP                   | 
AOTD       | YTDCMES                   | 
AOTR       | DOMNRQA                   | 
AOTU       | UYDNMQI                   | 
AOTI       | QRUEEIL                   | 
AOTT       | EEDPYDD                   | 
AOTC       | QNUDOPA                   | 
AOTP       | YIECUSO                   | 
AOTM       | NSEOOSM                   | 
AOTY       | PCENIOP                   | 
AOTQ       | TCQDQTL                   | 
AOCE       | QOREITT                   | 
AOCA       | EDTESLD                   | 
AOCO       | RNOUECP                   | 
AOCL       | ONEEOCR                   | 
AOCS       | OCIEMNA                   | 
AOCN       | TITNRUC                   | 
AOCD       | LCCESCR                   | 
AOCR       | QNDMPEL                   | 
AOCU       | YACNEDU                   | 
AOCI       | EPYNTAU                   | 
AOCT       | RMNUDRA                   | 
AOCC       | SAEMIYE                   | 
AOCP       | MSIRQON                   | 
AOCM       | LOCOAUD                   | 
AOCY       | DESRUTS                   | 
AOCQ       | QNOPAPS                   | 
AOPE       | UTADOMU                   | 
AOPA       | LPDRSIL                   | 
AOPO       | IOLTRIY                   | 
AOPL       | NNCEDDO                   | 
AOPS       | DNDUYLT                   | 
AOPN       | ITCAIOD                   | 
AOPD       | CLYRLMA                   | 
AOPR       | QSCMIAE                   | 
AOPU       | PTEADOR                   | 
AOPI       | PDMSYCC                   | 
AOPT       | LOEAISE                   | 
AOPC       | CQICEEI                   | 
AOPP       | LSMOEYQ                   | 
AOPM       | CUNUDAE                   | 
